HR+D2240_1:101		
187.325	-12.62	
187.797	-12.62	
188.269	-12.62	
188.742	-9.62	
189.214	-23.62	
189.686	-11.62	
190.158	-9.62	
190.63	-3.62	
191.103	-11.62	
191.575	-7.62	
192.047	-2.62	
192.519	6.38	
192.991	-4.62	
193.463	6.38	
193.935	21.38	
194.407	20.38	
194.879	9.38	
195.351	33.38	
195.823	20.38	
196.294	26.38	
196.766	30.38	
197.238	37.38	
197.71	26.38	
198.182	42.38	
198.654	34.38	
199.125	47.38	
199.597	53.38	
200.069	57.38	
200.541	67.38	
201.012	60.38	
201.484	65.38	
201.955	70.38	
202.427	68.38	
202.899	61.38	
203.37	63.38	
203.842	65.38	
204.313	64.38	
204.785	80.38	
205.256	77.38	
205.728	62.38	
206.199	68.38	
206.67	87.38	
207.142	66.38	
207.613	86.38	
208.085	68.38	
208.556	60.38	
209.027	70.38	
209.498	116.38	
209.97	77.38	
210.441	87.38	
210.912	162.38	
211.383	93.38	
211.854	74.38	
212.326	65.38	
212.797	82.38	
213.268	69.38	
213.739	72.38	
214.21	62.38	
214.681	70.38	
215.152	67.38	
215.623	70.38	
216.094	74.38	
216.565	58.38	
217.036	65.38	
217.507	63.38	
217.978	65.38	
218.448	70.38	
218.919	52.38	
219.39	59.38	
219.861	64.38	
220.332	69.38	
220.802	61.38	
221.273	61.38	
221.744	77.38	
222.214	77.38	
222.685	69.38	
223.156	71.38	
223.626	79.38	
224.097	65.38	
224.567	64.38	
225.038	65.38	
225.509	71.38	
225.979	70.38	
226.45	51.38	
226.92	62.38	
227.39	77.38	
227.861	71.38	
228.331	53.38	
228.802	63.38	
229.272	69.38	
229.742	72.38	
230.213	53.38	
230.683	63.38	
231.153	74.38	
231.623	77.38	
232.093	58.38	
232.564	64.38	
233.034	70.38	
233.504	75.38	
233.974	62.38	
234.444	72.38	
234.914	56.38	
235.384	78.38	
235.854	80.38	
236.324	78.38	
236.794	71.38	
237.264	59.38	
237.734	64.38	
238.204	75.38	
238.674	92.38	
239.144	87.38	
239.614	78.38	
240.084	76.38	
240.553	75.38	
241.023	70.38	
241.493	81.38	
241.963	67.38	
242.432	64.38	
242.902	73.38	
243.372	63.38	
243.841	73.38	
244.311	71.38	
244.781	77.38	
245.25	62.38	
245.72	60.38	
246.189	80.38	
246.659	83.38	
247.128	70.38	
247.598	55.38	
248.067	73.38	
248.537	62.38	
249.006	84.38	
249.475	64.38	
249.945	63.38	
250.414	62.38	
250.883	72.38	
251.353	63.38	
251.822	65.38	
252.291	87.38	
252.76	54.38	
253.23	67.38	
253.699	62.38	
254.168	86.38	
254.637	66.38	
255.106	49.38	
255.575	80.38	
256.044	65.38	
256.513	78.38	
256.982	75.38	
257.451	79.38	
257.92	63.38	
258.389	77.38	
258.858	71.38	
259.327	73.38	
259.796	63.38	
260.265	74.38	
260.734	82.38	
261.203	61.38	
261.671	61.38	
262.14	62.38	
262.609	67.38	
263.078	64.38	
263.546	56.38	
264.015	64.38	
264.484	69.38	
264.952	81.38	
265.421	79.38	
265.889	90.38	
266.358	87.38	
266.827	60.38	
267.295	58.38	
267.764	66.38	
268.232	63.38	
268.701	74.38	
269.169	66.38	
269.637	62.38	
270.106	66.38	
270.574	80.38	
271.042	60.38	
271.511	75.38	
271.979	83.38	
272.447	70.38	
272.916	62.38	
273.384	64.38	
273.852	68.38	
274.32	74.38	
274.788	58.38	
275.257	92.38	
275.725	77.38	
276.193	65.38	
276.661	75.38	
277.129	75.38	
277.597	72.38	
278.065	64.38	
278.533	67.38	
279.001	61.38	
279.469	71.38	
279.937	59.38	
280.405	61.38	
280.872	64.38	
281.34	69.38	
281.808	83.38	
282.276	73.38	
282.744	75.38	
283.211	81.38	
283.679	69.38	
284.147	79.38	
284.615	80.38	
285.082	72.38	
285.55	65.38	
286.017	61.38	
286.485	70.38	
286.953	81.38	
287.42	68.38	
287.888	69.38	
288.355	69.38	
288.823	87.38	
289.29	83.38	
289.758	64.38	
290.225	82.38	
290.692	65.38	
291.16	80.38	
291.627	77.38	
292.094	79.38	
292.562	73.38	
293.029	80.38	
293.496	63.38	
293.963	50.38	
294.431	53.38	
294.898	83.38	
295.365	62.38	
295.832	73.38	
296.299	79.38	
296.766	59.38	
297.233	59.38	
297.7	78.38	
298.167	62.38	
298.634	78.38	
299.101	71.38	
299.568	75.38	
300.035	85.38	
300.502	66.38	
300.969	70.38	
301.436	67.38	
301.903	63.38	
302.37	68.38	
302.836	75.38	
303.303	76.38	
303.77	61.38	
304.237	83.38	
304.703	80.38	
305.17	87.38	
305.637	75.38	
306.103	59.38	
306.57	62.38	
307.036	67.38	
307.503	65.38	
307.97	66.38	
308.436	70.38	
308.903	82.38	
309.369	68.38	
309.836	71.38	
310.302	80.38	
310.768	72.38	
311.235	55.38	
311.701	79.38	
312.167	76.38	
312.634	77.38	
313.1	72.38	
313.566	77.38	
314.032	71.38	
314.499	65.38	
314.965	72.38	
315.431	70.38	
315.897	74.38	
316.363	68.38	
316.829	70.38	
317.296	78.38	
317.762	79.38	
318.228	71.38	
318.694	99.38	
319.16	92.38	
319.626	72.38	
320.092	80.38	
320.557	84.38	
321.023	70.38	
321.489	82.38	
321.955	82.38	
322.421	71.38	
322.887	83.38	
323.352	76.38	
323.818	66.38	
324.284	72.38	
324.75	65.38	
325.215	61.38	
325.681	102.38	
326.147	77.38	
326.612	53.38	
327.078	83.38	
327.543	82.38	
328.009	90.38	
328.474	62.38	
328.94	71.38	
329.405	64.38	
329.871	77.38	
330.336	67.38	
330.802	68.38	
331.267	77.38	
331.733	67.38	
332.198	67.38	
332.663	64.38	
333.128	79.38	
333.594	65.38	
334.059	76.38	
334.524	80.38	
334.989	79.38	
335.455	79.38	
335.92	75.38	
336.385	85.38	
336.85	68.38	
337.315	93.38	
337.78	85.38	
338.245	80.38	
338.71	76.38	
339.175	78.38	
339.64	70.38	
340.105	74.38	
340.57	60.38	
341.035	83.38	
341.5	59.38	
341.965	56.38	
342.429	79.38	
342.894	75.38	
343.359	76.38	
343.824	81.38	
344.289	68.38	
344.753	82.38	
345.218	77.38	
345.683	74.38	
346.147	77.38	
346.612	76.38	
347.076	64.38	
347.541	93.38	
348.006	77.38	
348.47	71.38	
348.935	67.38	
349.399	58.38	
349.864	81.38	
350.328	77.38	
350.792	83.38	
351.257	78.38	
351.721	77.38	
352.185	64.38	
